,CustomerID,Recency,Frequency,Monetary,R,F,M,rfm_group,rfm_score,rfm_catrgory,Kmeans Cluster,Kmeans Cluster Category
132,12513,112,35,612.2900000000001,3,2,2,322,7,Gold,0,One
133,12514,267,51,1017.6800000000001,4,3,3,433,10,Bronze,0,One
134,12515,353,16,383.7,4,1,2,412,7,Gold,1,Two
135,12516,77,26,1312.06,3,2,3,323,8,Gold,0,One
136,12517,28,284,2502.84,2,4,4,244,10,Bronze,3,Four
137,12518,1,124,2056.8899999999994,1,4,4,144,9,Silver,3,Four
138,12519,63,18,340.84000000000003,3,2,2,322,7,Gold,1,Two
139,12520,79,152,2634.26,3,4,4,344,11,Bronze,0,One
140,12521,142,38,599.68,4,2,2,422,8,Gold,0,One
141,12522,39,12,192.72,2,1,1,211,4,Platinum,1,Two
142,12523,19,106,1789.77,2,4,4,244,10,Bronze,0,One
143,12524,9,144,4485.719999999999,1,4,4,144,9,Silver,3,Four
144,12526,1,71,1316.6600000000003,1,3,3,133,7,Gold,3,Four
145,12527,81,18,348.71000000000004,3,2,2,322,7,Gold,1,Two
146,12528,9,92,1933.4800000000002,1,3,4,134,8,Gold,3,Four
147,12530,59,66,1662.28,3,3,4,334,10,Bronze,0,One
148,12531,14,17,125.22,1,1,1,111,3,Platinum,2,Three
149,12532,30,16,349.83000000000004,2,1,2,212,5,Platinum,2,Three
150,12534,130,63,1089.18,3,3,3,333,9,Silver,0,One
151,12535,91,34,716.35,3,2,3,323,8,Gold,0,One
152,12536,43,261,12601.830000000002,2,4,4,244,10,Bronze,3,Four
153,12538,29,21,363.95,2,2,2,222,6,Platinum,2,Three
154,12539,22,273,5568.35,2,4,4,244,10,Bronze,3,Four
155,12540,19,478,13400.24,2,4,4,244,10,Bronze,3,Four
156,12541,29,52,981.1800000000001,2,3,3,233,8,Gold,0,One
157,12544,36,19,372.70000000000005,2,2,2,222,6,Platinum,2,Three
158,12545,75,50,1000.39,3,3,3,333,9,Silver,0,One
159,12546,46,69,1161.5,2,3,3,233,8,Gold,0,One
160,12547,197,8,207.8,4,1,1,411,6,Platinum,1,Two
161,12548,166,5,95.19999999999999,4,1,1,411,6,Platinum,1,Two
162,12550,79,57,964.83,3,3,3,333,9,Silver,0,One
163,12551,357,10,168.0,4,1,1,411,6,Platinum,1,Two
164,12552,38,20,437.82,2,2,2,222,6,Platinum,2,Three
165,12553,8,191,3692.2799999999997,1,4,4,144,9,Silver,3,Four
166,12556,50,121,603.7099999999999,2,4,2,242,8,Gold,0,One
167,12557,16,33,11990.96,1,2,4,124,7,Gold,3,Four
168,12558,7,11,269.96000000000004,1,1,1,111,3,Platinum,2,Three
169,12559,310,21,561.7099999999999,4,2,2,422,8,Gold,1,Two
170,12560,5,105,2134.01,1,4,4,144,9,Silver,3,Four
171,12561,302,16,238.84999999999997,4,1,1,411,6,Platinum,1,Two
172,12562,8,168,3781.7400000000007,1,4,4,144,9,Silver,3,Four
173,12564,261,21,456.90000000000003,4,2,2,422,8,Gold,1,Two
174,12565,288,9,145.92,4,1,1,411,6,Platinum,1,Two
175,12566,86,19,351.65,3,2,2,322,7,Gold,1,Two
176,12567,22,446,9401.279999999999,2,4,4,244,10,Bronze,3,Four
177,12569,2,188,4124.69,1,4,4,144,9,Silver,3,Four
178,12571,39,34,519.61,2,2,2,222,6,Platinum,2,Three
179,12572,8,60,1020.42,1,3,3,133,7,Gold,2,Three
180,12573,227,28,160.54,4,2,1,421,7,Gold,1,Two
181,12574,315,11,218.45,4,1,1,411,6,Platinum,1,Two
182,12576,35,88,1315.83,2,3,3,233,8,Gold,0,One
183,12577,35,147,657.8,2,4,2,242,8,Gold,0,One
184,12578,21,114,2794.5099999999998,2,4,4,244,10,Bronze,3,Four
185,12579,78,29,440.41999999999996,3,2,2,322,7,Gold,0,One
186,12580,246,24,415.70000000000005,4,2,2,422,8,Gold,1,Two
187,12581,39,15,197.70999999999998,2,1,1,211,4,Platinum,1,Two
188,12582,238,22,511.3599999999999,4,2,2,422,8,Gold,1,Two
189,12583,2,247,7281.379999999999,1,4,4,144,9,Silver,3,Four
190,12584,3,96,2338.15,1,3,4,134,8,Gold,3,Four
191,12585,234,87,2040.0999999999997,4,3,4,434,11,Bronze,0,One
192,12586,17,11,196.93999999999997,1,1,1,111,3,Platinum,2,Three
193,12587,7,4,144.0,1,1,1,111,3,Platinum,2,Three
194,12588,39,10,214.9,2,1,1,211,4,Platinum,1,Two
195,12589,28,35,646.6800000000001,2,2,2,222,6,Platinum,2,Three
196,12590,211,68,9864.26,4,3,4,434,11,Bronze,0,One
197,12591,317,26,452.84999999999997,4,2,2,422,8,Gold,1,Two
198,12592,92,18,437.6,3,2,2,322,7,Gold,1,Two
199,12593,108,21,418.0999999999999,3,2,2,322,7,Gold,1,Two
200,12594,37,118,3338.22,2,4,4,244,10,Bronze,0,One
201,12596,51,27,618.27,3,2,2,322,7,Gold,0,One
202,12597,19,206,3811.2199999999993,2,4,4,244,10,Bronze,3,Four
203,12598,9,132,3023.0800000000004,1,4,4,144,9,Silver,3,Four
204,12599,29,62,1032.58,2,3,3,233,8,Gold,0,One
205,12600,28,64,2599.04,2,3,4,234,9,Silver,0,One
206,12601,189,28,577.0600000000001,4,2,2,422,8,Gold,1,Two
207,12602,58,12,153.12,3,1,1,311,5,Platinum,1,Two
208,12603,21,3,739.2,2,1,3,213,6,Platinum,2,Three
209,12604,79,16,254.17999999999998,3,1,1,311,5,Platinum,1,Two
210,12607,60,101,1579.51,3,4,3,343,10,Bronze,0,One
211,12609,78,60,1126.8500000000001,3,3,3,333,9,Silver,0,One
212,12610,22,106,2099.54,2,4,4,244,10,Bronze,0,One
213,12611,52,65,1193.32,3,3,3,333,9,Silver,0,One
214,12612,74,19,704.04,3,2,3,323,8,Gold,0,One
215,12613,57,153,3344.3799999999997,3,4,4,344,11,Bronze,0,One
216,12614,277,20,315.59999999999997,4,2,2,422,8,Gold,1,Two
217,12615,2,105,2291.1899999999996,1,4,4,144,9,Silver,3,Four
218,12616,95,32,713.3,3,2,3,323,8,Gold,0,One
219,12617,29,42,355.53000000000003,2,3,2,232,7,Gold,2,Three
220,12618,21,11,177.31,2,1,1,211,4,Platinum,2,Three
221,12619,16,90,3641.24,1,3,4,134,8,Gold,3,Four
222,12620,14,92,1339.4099999999999,1,3,3,133,7,Gold,0,One
223,12621,1,467,13689.669999999998,1,4,4,144,9,Silver,3,Four
224,12622,232,11,180.1,4,1,1,411,6,Platinum,1,Two
225,12623,276,18,305.1,4,2,1,421,7,Gold,1,Two
226,12624,106,38,641.13,3,2,2,322,7,Gold,0,One
227,12625,211,86,2683.82,4,3,4,434,11,Bronze,0,One
228,12626,23,294,6620.48,2,4,4,244,10,Bronze,3,Four
229,12627,10,230,4478.530000000001,1,4,4,144,9,Silver,3,Four
230,12628,4,41,786.4599999999999,1,2,3,123,6,Platinum,2,Three
231,12630,9,64,1270.88,1,3,3,133,7,Gold,2,Three
232,12631,57,31,640.5,3,2,2,322,7,Gold,0,One
233,12633,58,101,2163.98,3,4,4,344,11,Bronze,0,One
234,12635,89,101,1689.18,3,4,4,344,11,Bronze,0,One
235,12637,67,390,6021.9,3,4,4,344,11,Bronze,3,Four
236,12638,33,39,671.69,2,2,2,222,6,Platinum,2,Three
237,12639,238,22,486.1,4,2,2,422,8,Gold,1,Two
238,12640,23,53,1174.58,2,3,3,233,8,Gold,0,One
239,12641,115,10,185.9,3,1,1,311,5,Platinum,1,Two
240,12642,25,47,1013.26,2,3,3,233,8,Gold,0,One
241,12643,128,24,3344.6400000000003,3,2,4,324,9,Silver,0,One
242,12644,129,31,477.90999999999997,3,2,2,322,7,Gold,1,Two
243,12645,33,73,1775.1800000000003,2,3,4,234,9,Silver,0,One
244,12646,4,45,1346.97,1,3,3,133,7,Gold,2,Three
245,12647,22,122,3722.8199999999997,2,4,4,244,10,Bronze,3,Four
246,12648,154,21,318.04999999999995,4,2,2,422,8,Gold,1,Two
247,12649,107,31,623.5099999999999,3,2,2,322,7,Gold,0,One
248,12650,3,20,314.44,1,2,2,122,5,Platinum,2,Three
249,12651,334,9,114.0,4,1,1,411,6,Platinum,1,Two
250,12652,331,48,919.98,4,3,3,433,10,Bronze,0,One
251,12653,148,43,2209.85,4,3,4,434,11,Bronze,0,One
252,12654,10,38,601.9799999999999,1,2,2,122,5,Platinum,2,Three
253,12656,17,126,4051.17,1,4,4,144,9,Silver,3,Four
254,12657,11,47,1643.18,1,3,3,133,7,Gold,2,Three
255,12658,18,36,686.05,2,2,3,223,7,Gold,2,Three
256,12659,29,5,91.67999999999999,2,1,1,211,4,Platinum,1,Two
257,12660,11,13,245.09999999999997,1,1,1,111,3,Platinum,2,Three
258,12662,1,230,3849.7799999999997,1,4,4,144,9,Silver,3,Four
259,12664,8,37,4881.88,1,2,4,124,7,Gold,3,Four
260,12665,324,3,63.0,4,1,1,411,6,Platinum,1,Two
261,12667,58,33,620.1300000000001,3,2,2,322,7,Gold,0,One
262,12668,11,161,3807.15,1,4,4,144,9,Silver,3,Four
263,12669,150,101,2744.03,4,4,4,444,12,Bronze,0,One
264,12670,10,92,2996.0500000000006,1,3,4,134,8,Gold,3,Four
265,12672,329,10,225.9,4,1,1,411,6,Platinum,1,Two
266,12673,5,42,610.52,1,3,2,132,6,Platinum,2,Three
267,12674,38,83,1970.6000000000001,2,3,4,234,9,Silver,0,One
268,12676,24,45,1331.39,2,3,3,233,8,Gold,0,One
269,12678,42,165,17628.46,2,4,4,244,10,Bronze,3,Four
270,12679,58,48,1113.02,3,3,3,333,9,Silver,0,One
271,12680,1,52,862.8100000000002,1,3,3,133,7,Gold,2,Three
272,12681,14,638,13787.54,1,4,4,144,9,Silver,3,Four
273,12682,3,525,12288.220000000001,1,4,4,144,9,Silver,3,Four
274,12683,4,344,8476.57,1,4,4,144,9,Silver,3,Four
275,12684,7,105,2283.63,1,4,4,144,9,Silver,3,Four
276,12685,28,157,2863.08,2,4,4,244,10,Bronze,3,Four
277,12686,371,7,89.14,4,1,1,411,6,Platinum,1,Two
278,12688,113,171,4873.8099999999995,3,4,4,344,11,Bronze,0,One
279,12689,25,72,1247.61,2,3,3,233,8,Gold,0,One
280,12690,205,16,389.01,4,1,2,412,7,Gold,1,Two
281,12691,28,32,1035.8,2,2,3,223,7,Gold,2,Three
282,12693,127,39,855.9099999999999,3,2,3,323,8,Gold,0,One
283,12694,70,37,869.6699999999998,3,2,3,323,8,Gold,0,One
284,12695,7,27,582.1,1,2,2,122,5,Platinum,2,Three
285,12697,28,41,957.5899999999999,2,2,3,223,7,Gold,0,One
286,12700,7,268,4939.99,1,4,4,144,9,Silver,3,Four
287,12701,79,53,797.71,3,3,3,333,9,Silver,0,One
288,12702,19,12,219.0,2,1,1,211,4,Platinum,2,Three
289,12703,71,21,283.55,3,2,1,321,6,Platinum,1,Two
290,12704,7,88,2340.8399999999997,1,3,4,134,8,Gold,3,Four
291,12705,15,334,6868.29,1,4,4,144,9,Silver,3,Four
292,12707,291,33,603.42,4,2,2,422,8,Gold,0,One
293,12708,29,157,2712.91,2,4,4,244,10,Bronze,3,Four
294,12709,15,208,9736.519999999999,1,4,4,144,9,Silver,3,Four
295,12710,96,77,1149.0200000000002,3,3,3,333,9,Silver,0,One
296,12712,28,133,4396.129999999999,2,4,4,244,10,Bronze,3,Four
297,12713,1,38,848.5500000000001,1,2,3,123,6,Platinum,2,Three
298,12714,9,259,4708.860000000001,1,4,4,144,9,Silver,3,Four
299,12715,106,21,353.85999999999996,3,2,2,322,7,Gold,1,Two
300,12716,3,69,1053.4900000000002,1,3,3,133,7,Gold,3,Four
301,12717,151,55,1030.98,4,3,3,433,10,Bronze,0,One
302,12718,71,19,238.25,3,2,1,321,6,Platinum,1,Two
303,12719,5,39,644.95,1,2,2,122,5,Platinum,2,Three
304,12720,2,354,5781.73,1,4,4,144,9,Silver,3,Four
305,12721,31,161,2656.13,2,4,4,244,10,Bronze,0,One
306,12722,85,53,997.6300000000001,3,3,3,333,9,Silver,0,One
307,12723,3,69,725.0700000000002,1,3,3,133,7,Gold,2,Three
308,12724,5,53,1031.4099999999999,1,3,3,133,7,Gold,2,Three
309,12725,371,24,427.8,4,2,2,422,8,Gold,1,Two
310,12726,28,124,2609.1,2,4,4,244,10,Bronze,0,One
311,12727,10,139,3980.7000000000003,1,4,4,144,9,Silver,3,Four
312,12728,71,46,836.3299999999999,3,3,3,333,9,Silver,0,One
313,12729,113,26,453.01000000000005,3,2,2,322,7,Gold,1,Two
314,12731,23,274,18895.91,2,4,4,244,10,Bronze,3,Four
315,12732,179,12,236.26000000000002,4,1,1,411,6,Platinum,1,Two
316,12733,234,22,383.95,4,2,2,422,8,Gold,1,Two
317,12734,352,4,110.39999999999999,4,1,1,411,6,Platinum,1,Two
318,12735,315,43,779.57,4,3,3,433,10,Bronze,0,One
319,12736,332,4,234.00000000000003,4,1,1,411,6,Platinum,1,Two
320,12738,372,11,155.35,4,1,1,411,6,Platinum,1,Two
321,12739,78,38,1013.0400000000001,3,2,3,323,8,Gold,0,One
322,12740,63,27,427.59999999999997,3,2,2,322,7,Gold,2,Three
323,12743,134,134,546.4300000000001,3,4,2,342,9,Silver,0,One
324,12744,51,222,21279.29,3,4,4,344,11,Bronze,3,Four
325,12747,2,103,4196.009999999999,1,4,4,144,9,Silver,3,Four
326,12748,1,4596,33719.73,1,4,4,144,9,Silver,3,Four
327,12749,3,199,4090.88,1,4,4,144,9,Silver,3,Four
328,12750,128,15,275.88,3,1,1,311,5,Platinum,1,Two
329,12752,81,53,4366.780000000001,3,3,4,334,10,Bronze,0,One
330,12753,22,197,21429.39,2,4,4,244,10,Bronze,3,Four
331,12754,235,63,3010.7400000000007,4,3,4,434,11,Bronze,0,One
332,12755,280,4,3811.95,4,1,4,414,9,Silver,1,Two
333,12756,86,4,112.08000000000001,3,1,1,311,5,Platinum,1,Two
334,12757,15,371,7857.1,1,4,4,144,9,Silver,3,Four
335,12758,116,97,2791.59,3,3,4,334,10,Bronze,0,One
336,12759,52,95,1531.44,3,3,3,333,9,Silver,0,One
337,12762,7,69,1898.5200000000002,1,3,4,134,8,Gold,3,Four
338,12763,138,18,494.08000000000004,3,2,2,322,7,Gold,1,Two
339,12764,316,45,1693.88,4,3,4,434,11,Bronze,0,One
340,12766,3,310,6989.63,1,4,4,144,9,Silver,3,Four
341,12769,238,32,1143.6,4,2,3,423,9,Silver,0,One
342,12770,210,12,1351.45,4,1,3,413,8,Gold,1,Two
343,12772,59,55,892.4700000000001,3,3,3,333,9,Silver,0,One
344,12775,17,66,1386.0400000000002,1,3,3,133,7,Gold,0,One
345,12778,19,50,822.23,2,3,3,233,8,Gold,2,Three
346,12779,37,149,3981.3599999999997,2,4,4,244,10,Bronze,3,Four
347,12781,63,25,826.74,3,2,3,323,8,Gold,0,One
348,12782,4,103,2330.9200000000005,1,4,4,144,9,Silver,3,Four
349,12783,2,84,2225.91,1,3,4,134,8,Gold,3,Four
350,12784,9,59,574.4200000000001,1,3,2,132,6,Platinum,2,Three
351,12785,364,14,311.95,4,1,2,412,7,Gold,1,Two
352,12787,9,20,463.65999999999997,1,2,2,122,5,Platinum,2,Three
353,12789,65,4,91.85000000000001,3,1,1,311,5,Platinum,1,Two
354,12790,192,21,324.9200000000001,4,2,2,422,8,Gold,1,Two
355,12791,373,2,192.6,4,1,1,411,6,Platinum,1,Two
356,12792,256,25,400.53999999999996,4,2,2,422,8,Gold,1,Two
357,12793,334,24,545.48,4,2,2,422,8,Gold,1,Two
358,12794,53,45,860.41,3,3,3,333,9,Silver,0,One
359,12795,18,14,430.47999999999996,2,1,2,212,5,Platinum,2,Three
360,12797,365,13,254.03,4,1,1,411,6,Platinum,1,Two
361,12798,10,8,6977.04,1,1,4,114,6,Platinum,2,Three
362,12802,186,25,427.5799999999999,4,2,2,422,8,Gold,1,Two
363,12808,36,28,483.65000000000003,2,2,2,222,6,Platinum,2,Three
364,12809,177,25,489.30999999999995,4,2,2,422,8,Gold,1,Two
365,12811,260,31,514.8499999999999,4,2,2,422,8,Gold,1,Two
366,12812,44,15,229.63999999999996,2,1,1,211,4,Platinum,1,Two
367,12814,101,2,125.92,3,1,1,311,5,Platinum,1,Two
368,12815,147,47,1063.46,4,3,3,433,10,Bronze,0,One
369,12816,95,29,572.1999999999999,3,2,2,322,7,Gold,0,One
370,12817,281,4,166.04,4,1,1,411,6,Platinum,1,Two
371,12818,261,14,1542.08,4,1,3,413,8,Gold,0,One
372,12820,3,59,942.34,1,3,3,133,7,Gold,2,Three
373,12821,214,6,92.72,4,1,1,411,6,Platinum,1,Two
374,12822,70,46,948.8800000000002,3,3,3,333,9,Silver,0,One
375,12823,74,5,1759.5,3,1,4,314,8,Gold,1,Two
376,12824,59,25,397.11999999999995,3,2,2,322,7,Gold,2,Three
377,12826,2,91,1474.72,1,3,3,133,7,Gold,3,Four
378,12827,5,25,430.15,1,2,2,122,5,Platinum,2,Three
379,12828,2,56,1018.71,1,3,3,133,7,Gold,2,Three
380,12829,336,11,293.0,4,1,1,411,6,Platinum,1,Two
381,12830,37,38,6814.640000000001,2,2,4,224,8,Gold,0,One
382,12831,262,9,215.05,4,1,1,411,6,Platinum,1,Two
383,12832,32,27,383.03000000000003,2,2,2,222,6,Platinum,2,Three
384,12833,145,24,417.38,4,2,2,422,8,Gold,1,Two
385,12834,282,18,312.37999999999994,4,2,2,422,8,Gold,1,Two
386,12836,59,175,2612.8599999999997,3,4,4,344,11,Bronze,0,One
387,12837,173,12,134.1,4,1,1,411,6,Platinum,1,Two
388,12838,33,123,683.1299999999999,2,4,3,243,9,Silver,0,One
389,12839,2,314,5591.42,1,4,4,144,9,Silver,3,Four
390,12840,143,113,2726.77,4,4,4,444,12,Bronze,0,One
391,12841,4,420,4022.35,1,4,4,144,9,Silver,3,Four
392,12842,70,34,1118.99,3,2,3,323,8,Gold,0,One
393,12843,65,103,1702.26,3,4,4,344,11,Bronze,0,One
394,12844,29,52,325.96,2,3,2,232,7,Gold,2,Three
395,12845,267,27,354.09000000000003,4,2,2,422,8,Gold,1,Two
396,12847,22,91,871.54,2,3,3,233,8,Gold,0,One
397,12849,31,51,1050.8899999999999,2,3,3,233,8,Gold,0,One
398,12851,96,50,135.18,3,3,1,331,7,Gold,1,Two
399,12852,294,17,311.54999999999995,4,1,2,412,7,Gold,1,Two
400,12853,134,78,1957.1000000000004,3,3,4,334,10,Bronze,0,One
401,12854,78,110,1324.5000000000002,3,4,3,343,10,Bronze,0,One
402,12855,372,3,38.099999999999994,4,1,1,411,6,Platinum,1,Two
403,12856,7,314,2179.93,1,4,4,144,9,Silver,3,Four
404,12857,210,46,1106.4,4,3,3,433,10,Bronze,0,One
